,rotten_tomatoes_link,movie_title,year_of_release,year_of_streaming_release,tomatometer_status,audience_status,genre_list
17334,m/whos_that_girl,Who's That Girl?,1987,2015,Rotten,Spilled,"['Comedy', 'Mystery & Suspense']"
17335,m/whos_that_knocking_at_my_door,Who's That Knocking at My Door?,1967,2012,Fresh,Upright,"['Action & Adventure', 'Classics', 'Drama']"
17336,m/whos_watching_oliver,Who's Watching Oliver,,2018,Fresh,Spilled,['Horror']
17337,m/whos_your_caddy,Who's Your Caddy?,2007,2017,Rotten,Spilled,['Comedy']
17338,m/whose_life_is_it_anyway,Whose Life Is It Anyway?,1981,2012,Fresh,Upright,['Drama']
17339,m/why_did_i_get_married,Why Did I Get Married?,2007,2010,Rotten,Upright,"['Comedy', 'Drama', 'Musical & Performing Arts']"
17340,m/why_did_i_get_married_too,Why Did I Get Married Too,2010,2016,Rotten,Upright,"['Comedy', 'Drama']"
17341,m/why_do_fools_fall_in_love,Why Do Fools Fall In Love,1998,2008,Rotten,Upright,"['Comedy', 'Drama', 'Musical & Performing Arts', 'Romance']"
17342,m/why_dont_you_just_die,"Why Don't You Just Die! (Papa, sdokhni)",2020,,Certified-Fresh,Upright,"['Art House & International', 'Comedy', 'Drama', 'Mystery & Suspense']"
17343,m/why_dont_you_play_in_hell,Why Don't You Play in Hell?,2014,2016,Certified-Fresh,Upright,"['Action & Adventure', 'Art House & International']"
17344,m/why_him,Why Him?,2016,2017,Rotten,Spilled,['Comedy']
17345,m/why_stop_now,Why Stop Now?,2012,2016,Rotten,Spilled,"['Comedy', 'Drama']"
17346,m/wichita,Wichita,1955,2012,Fresh,Upright,"['Action & Adventure', 'Classics', 'Western']"
17347,m/wicked_little_things,Wicked Little Things,2006,2016,Rotten,Spilled,['Horror']
17348,m/wicker_park,Wicker Park,2004,2017,Rotten,Upright,"['Drama', 'Mystery & Suspense', 'Romance']"
17349,m/wide_awake_2006,Wide Awake,2006,2017,Fresh,Spilled,"['Documentary', 'Mystery & Suspense', 'Special Interest', 'Sports & Fitness']"
17350,m/widow_of_st_pierre,The Widow of Saint-Pierre (The Widow of St. Pierre) (La veuve de Saint-Pierre),2000,2016,Certified-Fresh,Upright,"['Art House & International', 'Drama']"
17351,m/widows_2018,Widows,2018,2019,Certified-Fresh,Upright,['Drama']
17352,m/widows_peak,Widows' Peak,1994,2011,Fresh,Spilled,"['Art House & International', 'Comedy', 'Drama', 'Mystery & Suspense']"
17353,m/wiener_dog,Wiener-Dog,2016,2016,Certified-Fresh,Spilled,['Comedy']
17354,m/wilby_conspiracy,The Wilby Conspiracy,1975,2017,Fresh,Spilled,"['Art House & International', 'Drama', 'Mystery & Suspense']"
17355,m/wilby_wonderful,Wilby Wonderful,2005,2016,Fresh,Upright,"['Art House & International', 'Comedy', 'Drama']"
17356,m/wild_2014,Wild,2014,2016,Certified-Fresh,Upright,['Drama']
17357,m/wild_america,Wild America,1997,2017,Rotten,Spilled,"['Action & Adventure', 'Kids & Family']"
17358,m/wild_angels,The Wild Angels,1966,2016,Fresh,Spilled,"['Action & Adventure', 'Classics', 'Cult Movies', 'Drama']"
17359,m/wild_bill,Wild Bill,1995,2016,Rotten,Spilled,"['Action & Adventure', 'Drama', 'Western']"
17360,m/wild_bill_2011,Wild Bill,2011,2017,Fresh,Upright,"['Art House & International', 'Drama']"
17361,m/wild_city_2015,Wild City,2015,2015,Rotten,Spilled,"['Action & Adventure', 'Art House & International', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
17362,m/wild_combination_a_portrait_of_arthur_russell,Wild Combination: A Portrait of Arthur Russell,2008,2017,Fresh,Upright,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
17363,m/wild_hearts_cant_be_broken,Wild Hearts Can't Be Broken,1991,2015,Fresh,Upright,"['Action & Adventure', 'Drama', 'Kids & Family']"
17364,m/wild_hogs,Wild Hogs,2007,2015,Rotten,Upright,"['Action & Adventure', 'Comedy']"
17365,m/wild_honey_pie,Wild Honey Pie!,2017,2018,Rotten,,"['Art House & International', 'Drama']"
17366,m/wild_horse_wild_ride_2011,"Wild Horse, Wild Ride",2012,2014,Fresh,Upright,"['Documentary', 'Special Interest']"
17367,m/wild_horses_2015,Wild Horses,2015,2016,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
17368,m/wild_in_the_country,Wild in the Country,1961,2012,Rotten,Spilled,"['Classics', 'Drama', 'Musical & Performing Arts']"
17369,m/wild_man_blues,Wild Man Blues,1998,,Fresh,Upright,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
17370,m/wild_one,The Wild One,1954,2012,Fresh,Upright,"['Action & Adventure', 'Classics', 'Cult Movies', 'Drama']"
17371,m/wild_parrots_of_telegraph_hill,The Wild Parrots of Telegraph Hill,2005,2016,Certified-Fresh,Upright,"['Documentary', 'Special Interest']"
17372,m/wild_river,Wild River,1960,2017,Fresh,Upright,"['Classics', 'Drama']"
17373,m/wild_rose_2019,Wild Rose,2019,2019,Certified-Fresh,,"['Comedy', 'Drama']"
17374,m/wild_rovers_1971,Wild Rovers,1971,2017,Rotten,Spilled,"['Classics', 'Western']"
17375,m/wild_strawberries,Wild Strawberries,1957,2017,Certified-Fresh,Upright,['Drama']
17376,m/wild_style,Wild Style,2013,2016,Fresh,Upright,"['Documentary', 'Drama', 'Musical & Performing Arts']"
17377,m/wild_tales,Wild Tales,2015,2016,Certified-Fresh,Upright,"['Comedy', 'Drama', 'Mystery & Suspense']"
17378,m/wild_target,Wild Target,2010,2016,Rotten,Spilled,"['Action & Adventure', 'Comedy', 'Drama']"
17379,m/wild_thing,Wild Thing,1987,2017,Rotten,Spilled,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
17380,m/wild_things,Wild Things,1998,2012,Fresh,Spilled,"['Comedy', 'Drama', 'Mystery & Suspense']"
17381,m/wild_thornberrys_movie,The Wild Thornberrys Movie,2002,2013,Certified-Fresh,Spilled,"['Animation', 'Kids & Family']"
17382,m/wild_west_comedy_show,Vince Vaughn's Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,2008,2008,Rotten,Spilled,"['Comedy', 'Documentary']"
17383,m/wild_wild_west,Wild Wild West,1999,2009,Rotten,Spilled,"['Action & Adventure', 'Comedy', 'Western']"
17384,m/wildcats,Wildcats,1986,2008,Rotten,Spilled,"['Comedy', 'Drama']"
17385,m/wilde,Wilde,1998,2016,Fresh,Upright,['Drama']
17386,m/wilderness,Wilderness,2006,2017,Rotten,Spilled,['Horror']
17387,m/wilderness_survival_for_girls,Wilderness Survival For Girls,,2017,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
17388,m/wildlife_2018,Wildlife,2018,2019,Certified-Fresh,Upright,['Drama']
17389,m/wildling,Wildling,2018,2018,Fresh,Spilled,"['Horror', 'Science Fiction & Fantasy']"
17390,m/will_2011,Will,2011,2016,Rotten,Spilled,"['Art House & International', 'Drama', 'Kids & Family', 'Sports & Fitness']"
17391,m/will_ferrell_youre_welcome_america_a_final_night_with_george_w_bush,Will Ferrell: You're Welcome America - A Final Night with George W Bush,2009,,Fresh,Upright,"['Comedy', 'Television']"
17392,m/will_penny,Will Penny,1968,2016,Fresh,Upright,"['Action & Adventure', 'Classics', 'Western', 'Romance']"
17393,m/will_success_spoil_rock_hunter,Will Success Spoil Rock Hunter?,1957,2012,Fresh,Upright,"['Classics', 'Comedy']"
17394,m/will_you_still_love_me_tomorrow_2013,Will You Still Love Me Tomorrow?,2014,2016,Fresh,,['Romance']
17395,m/willard,Willard,2003,2012,Fresh,Spilled,"['Horror', 'Mystery & Suspense']"
17396,m/william-s-burroughs-a-man-within,William S. Burroughs: A Man Within,2010,2017,Fresh,Upright,"['Documentary', 'Special Interest']"
17397,m/william_2019,William,2019,2020,Rotten,Spilled,"['Drama', 'Science Fiction & Fantasy']"
17398,m/william_shakespeares_romeo_and_juliet,Romeo + Juliet,1996,2015,Fresh,Upright,"['Drama', 'Romance']"
17399,m/willow,Willow,1988,2018,Rotten,Upright,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']"
17400,m/willow_creek,Willow Creek,2014,2016,Certified-Fresh,Spilled,['Horror']
17401,m/willy_wonka_and_the_chocolate_factory,Willy Wonka and the Chocolate Factory,1971,2015,Fresh,Upright,"['Classics', 'Comedy', 'Drama', 'Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy']"
17402,m/wilson_2017,Wilson,2017,2017,Rotten,Spilled,['Comedy']
17403,m/wimbledon,Wimbledon,2004,2014,Fresh,Spilled,"['Comedy', 'Drama', 'Romance']"
17404,m/win_a_date_with_tad_hamilton,Win a Date With Tad Hamilton!,2004,2016,Rotten,Spilled,"['Comedy', 'Drama', 'Romance']"
17405,m/win_it_all,Win It All,2017,2017,Certified-Fresh,Spilled,['Comedy']
17406,m/win_win_2011,Win Win,2011,2015,Certified-Fresh,Upright,"['Comedy', 'Drama']"
17407,m/winchester,Winchester,2018,2018,Rotten,Spilled,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
17408,m/wind_and_the_lion,The Wind and the Lion,1975,2008,Fresh,Upright,"['Action & Adventure', 'Classics', 'Drama']"
17409,m/wind_chill,Wind Chill,2007,2014,Rotten,Spilled,"['Horror', 'Mystery & Suspense']"
17410,m/wind_river_2017,Wind River,2017,2017,Certified-Fresh,Upright,"['Drama', 'Mystery & Suspense']"
17411,m/wind_that_shakes_the_barley,The Wind That Shakes the Barley,2007,2017,Certified-Fresh,Upright,['Drama']
17412,m/windfall_2011,Windfall,2012,2019,Fresh,Spilled,"['Documentary', 'Drama', 'Special Interest']"
17413,m/windmill_movie,The Windmill Movie,2009,2011,Fresh,Upright,"['Documentary', 'Drama', 'Special Interest']"
17414,m/windtalkers,Windtalkers,2002,2016,Rotten,Spilled,['Drama']
17415,m/wine_country,Wine Country,2019,2019,Fresh,Spilled,['Comedy']
17416,m/wing_commander,Wing Commander,1999,2012,Rotten,Spilled,"['Action & Adventure', 'Science Fiction & Fantasy']"
17417,m/winged_migration,Winged Migration,2003,2012,Certified-Fresh,Upright,"['Documentary', 'Drama', 'Special Interest']"
17418,m/wings,Wings,1927,2017,Certified-Fresh,Upright,"['Action & Adventure', 'Classics']"
17419,m/wings_of_desire,Wings of Desire,1987,2017,Certified-Fresh,Upright,"['Art House & International', 'Drama', 'Science Fiction & Fantasy', 'Romance']"
17420,m/wings_of_eagles,The Wings of Eagles,1957,2012,Rotten,Spilled,"['Action & Adventure', 'Classics', 'Drama']"
17421,m/wings_of_the_dove,The Wings of the Dove,1997,2016,Fresh,Upright,"['Drama', 'Romance']"
17422,m/winnebago_man,Winnebago Man,2010,2017,Certified-Fresh,Upright,"['Comedy', 'Documentary', 'Special Interest']"
17423,m/winnie_mandela,Winnie Mandela,2013,2016,Rotten,Spilled,['Drama']
17424,m/winnie_the_pooh_2011,Winnie the Pooh,2011,2015,Certified-Fresh,Upright,"['Animation', 'Kids & Family']"
17425,m/winning_season,The Winning Season,2010,2015,Rotten,Spilled,['Comedy']
17426,m/winning_the_racing_life_of_paul_newman,Winning: The Racing Life Of Paul Newman,2015,2016,Fresh,Upright,"['Documentary', 'Special Interest']"
17427,m/winter_in_the_blood_2014,Winter In The Blood,2014,2016,Fresh,Upright,['Drama']
17428,m/winter_in_wartime,Winter in Wartime,2011,2014,Certified-Fresh,Upright,"['Action & Adventure', 'Art House & International', 'Drama']"
17429,m/winter_kills,Winter Kills,1979,2017,Fresh,Spilled,"['Drama', 'Mystery & Suspense']"
17430,m/winter_light,Nattvardsgästerna (Winter Light),1962,2018,Fresh,Upright,"['Art House & International', 'Drama', 'Faith & Spirituality']"
17431,m/winter_passing,Winter Passing,2006,2017,Rotten,Upright,"['Comedy', 'Drama']"
17432,m/winter_people,Winter People,1989,2017,Rotten,Spilled,['Drama']
17433,m/winter_solstice,Winter Solstice,2005,2016,Fresh,Spilled,['Drama']
17434,m/winters_tale_2014,Winter's Tale,2014,2015,Rotten,Spilled,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
17435,m/wirey_spindell,Wirey Spindell,1999,2017,Rotten,Upright,['Comedy']
17436,m/wise_blood,Wise Blood,1979,2017,Fresh,Upright,"['Comedy', 'Drama']"
17437,m/wise_guys,Wise Guys,1986,2008,Rotten,Spilled,['Comedy']
17438,m/wish_i_was_here,Wish I Was Here,2014,2015,Rotten,Spilled,"['Comedy', 'Drama']"
17439,m/wish_upon,Wish Upon,2017,2017,Rotten,Spilled,['Horror']
17440,m/wish_you_were_here_2012,Wish You Were Here,2013,2016,Fresh,Spilled,"['Drama', 'Mystery & Suspense']"
17441,m/wishmaster,Wishmaster,1997,2015,Rotten,Spilled,"['Drama', 'Horror', 'Science Fiction & Fantasy']"
17442,m/wishmaster_2_evil_never_dies,Wishmaster 2: Evil Never Dies,1999,2016,Rotten,Spilled,['Horror']
17443,m/wishmaster_the_prophecy_fulfilled,Wishmaster 4: The Prophecy Fulfilled,2002,2017,Rotten,Spilled,['Horror']
17444,m/wit,Wit,,2017,Fresh,Upright,"['Drama', 'Television', 'Faith & Spirituality']"
17445,m/witchboard,Witchboard,1986,2016,Rotten,Spilled,"['Horror', 'Mystery & Suspense']"
17446,m/witches_in_the_woods,Witches in the Woods,,2020,Rotten,Upright,"['Horror', 'Mystery & Suspense']"
17447,m/witches_of_eastwick,The Witches of Eastwick,1987,2010,Fresh,Upright,"['Comedy', 'Horror', 'Science Fiction & Fantasy']"
17448,m/witching_and_bitching,Witching and Bitching,2014,2016,Fresh,Upright,"['Action & Adventure', 'Comedy', 'Horror']"
17449,m/with_a_friend_like_harry,With a Friend like Harry...,2001,2016,Certified-Fresh,Upright,"['Art House & International', 'Comedy', 'Drama', 'Mystery & Suspense']"
17450,m/with_friends_like_these_1998,With Friends Like These,1998,2016,Rotten,Spilled,"['Comedy', 'Drama']"
17451,m/with_honors,With Honors,1994,2008,Rotten,Upright,"['Comedy', 'Drama']"
17452,m/withnail_and_i,Withnail and I,1987,2020,Fresh,Upright,"['Comedy', 'Drama']"
17453,m/without_2011,Without,,2017,Fresh,,['Drama']
17454,m/without_a_clue,Without a Clue,1988,2017,Fresh,Upright,"['Comedy', 'Mystery & Suspense']"
17455,m/without_a_paddle,Without a Paddle,2004,2013,Rotten,Upright,['Comedy']
17456,m/without_limits,Without Limits,1998,2008,Fresh,Upright,"['Documentary', 'Drama']"
17457,m/without_name,Without Name,,2017,Fresh,Spilled,"['Art House & International', 'Drama', 'Mystery & Suspense']"
17458,m/witless_protection,Witless Protection,2008,2016,Rotten,Spilled,['Comedy']
17459,m/witness_for_the_prosecution,Witness for the Prosecution,1957,2017,Fresh,Upright,"['Classics', 'Drama', 'Mystery & Suspense']"
17460,m/witnesses_2004,Witnesses,2004,2019,Fresh,Upright,"['Art House & International', 'Drama']"
17461,m/wiz,The Wiz,1978,2015,Rotten,Upright,"['Action & Adventure', 'Classics', 'Musical & Performing Arts', 'Science Fiction & Fantasy']"
17462,m/wizard,The Wizard,1989,2015,Rotten,Upright,"['Action & Adventure', 'Comedy', 'Drama', 'Kids & Family', 'Mystery & Suspense']"
17463,m/wizards,Wizards,1977,2015,Rotten,Upright,"['Action & Adventure', 'Animation', 'Kids & Family', 'Science Fiction & Fantasy']"
17464,m/wolf_2013,Wolf,,2017,Fresh,Upright,"['Action & Adventure', 'Documentary', 'Drama', 'Mystery & Suspense']"
17465,m/wolf_creek,Wolf Creek,2005,2016,Rotten,Spilled,"['Action & Adventure', 'Horror', 'Mystery & Suspense']"
17466,m/wolf_creek_2,Wolf Creek 2,2014,2016,Rotten,Spilled,['Horror']
17467,m/wolf_man,The Wolf Man,1941,2015,Certified-Fresh,Upright,"['Classics', 'Horror', 'Science Fiction & Fantasy']"
17468,m/wolf_totem,Wolf Totem,2015,2016,Fresh,Spilled,['Action & Adventure']
17469,m/wolf_warrior_ii,Wolf Warrior II,2017,2017,Fresh,Upright,"['Action & Adventure', 'Art House & International', 'Drama']"
17470,m/wolfcop,WolfCop,,2017,Fresh,Spilled,"['Comedy', 'Horror']"
17471,m/wolfen,Wolfen,1981,2012,Fresh,Spilled,"['Horror', 'Mystery & Suspense']"
17472,m/wolke_neun,Wolke Neun (Cloud 9),2008,2016,Certified-Fresh,Spilled,"['Art House & International', 'Drama', 'Romance']"
17473,m/wolverine,X-Men Origins - Wolverine,2009,2015,Rotten,Spilled,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
17474,m/wolves,Wolves,2014,2014,Rotten,Spilled,['Action & Adventure']
17475,m/wolves_2016,Wolves,2017,2017,Rotten,Spilled,['Drama']
17476,m/woman_in_gold,Woman in Gold,,2016,Rotten,Upright,['Drama']
17477,m/woman_in_red,The Woman in Red,1984,2016,Rotten,Spilled,"['Comedy', 'Drama', 'Romance']"
17478,m/woman_in_the_dunes,Woman in the Dunes (Suna no Onna),1964,2017,Fresh,Upright,"['Art House & International', 'Drama', 'Special Interest']"
17479,m/woman_in_the_moon,Frau im Mond (By Rocket to the Moon) (Woman in the Moon),1929,2017,Fresh,Upright,"['Art House & International', 'Classics', 'Comedy', 'Drama', 'Science Fiction & Fantasy']"
17480,m/woman_of_the_year,Woman of the Year,1942,2012,Fresh,Upright,"['Classics', 'Comedy', 'Romance']"
17481,m/woman_on_the_run,Woman on the Run,1950,2016,Fresh,Upright,"['Classics', 'Drama', 'Mystery & Suspense']"
17482,m/woman_on_top,Woman on Top,2000,2015,Rotten,Spilled,"['Comedy', 'Drama', 'Romance']"
17483,m/woman_thou_art_loosed,Woman Thou Art Loosed,2004,2016,Rotten,Upright,['Drama']
17484,m/woman_thou_art_loosed_on_the_7th_day,Woman Thou Art Loosed: On the 7th Day,2012,2016,Rotten,Upright,['Mystery & Suspense']
17485,m/woman_under_the_influence,A Woman Under the Influence,1975,2016,Fresh,Upright,"['Classics', 'Drama']"
17486,m/woman_walks_ahead,Woman Walks Ahead,2018,2018,Rotten,Upright,['Drama']
17487,m/women_art_revolution_a_secret_history,!Women Art Revolution,2011,2017,Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
17488,m/women_in_trouble,Women in Trouble,2009,2016,Rotten,Spilled,['Comedy']
17489,m/women_on_the_verge_of_a_nervous_breakdown,Women on the Verge of a Nervous Breakdown (Mujeres al Borde de un Ataque de Nervios),1988,2016,Fresh,Upright,"['Art House & International', 'Comedy', 'Drama']"
17490,m/won_ton_ton_the_dog_who_saved_hollywood,"Won Ton Ton, the Dog Who Saved Hollywood",1976,2016,Rotten,Upright,['Comedy']
17491,m/wonder,Wonder,2017,2018,Certified-Fresh,Upright,['Drama']
17492,m/wonder_boys,Wonder Boys,2000,2016,Certified-Fresh,Upright,"['Comedy', 'Drama']"
17493,m/wonder_park,Wonder Park,2019,2019,Rotten,Spilled,"['Animation', 'Comedy', 'Kids & Family']"
17494,m/wonder_wheel,Wonder Wheel,2017,2018,Rotten,Spilled,['Drama']
17495,m/wonder_woman_2009,Wonder Woman,2009,,Fresh,Upright,"['Action & Adventure', 'Animation', 'Drama', 'Kids & Family']"
17496,m/wonder_woman_2017,Wonder Woman,2017,2017,Certified-Fresh,Upright,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']"
17497,m/wonder_woman_bloodlines,Wonder Woman: Bloodlines,,2019,Fresh,Spilled,
17498,m/wonderful_ice_cream_suit,The Wonderful Ice Cream Suit,1998,2015,Fresh,Upright,"['Comedy', 'Kids & Family']"
17499,m/wonderful_town,Wonderful Town,2007,2017,Fresh,Spilled,"['Art House & International', 'Drama']"
17500,m/wonderland,Wonderland,2003,2017,Rotten,Upright,['Drama']
17501,m/wonders_are_many_the_making_of_doctor_atomic,Wonders Are Many: The Making of Doctor Atomic,2008,,Fresh,,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
17502,m/wonders_of_the_sea_2019,Wonders of the Sea,2019,2019,Fresh,Upright,['Documentary']
17503,m/wonderstruck,Wonderstruck,2017,2018,Fresh,Spilled,['Drama']
17504,m/wonderwall,Wonderwall,1969,2016,Fresh,Spilled,"['Musical & Performing Arts', 'Romance']"
17505,m/wong-feihung-chi-tit-gai-dau-neung-gung-deadly-china-hero-claws-of-steel,Wong Fei-hung chi tit gai dau neung gung (Deadly China Hero) (Claws of Steel) (Last Hero in China),1993,2016,Fresh,Upright,"['Action & Adventure', 'Art House & International', 'Comedy']"
17506,m/wont_back_down_2012,Won't Back Down,2012,2015,Rotten,Upright,['Drama']
17507,m/wont_you_be_my_neighbor,Won't You Be My Neighbor?,2018,2018,Certified-Fresh,Upright,['Documentary']
17508,m/woo,Woo,1998,2016,Rotten,Upright,"['Comedy', 'Romance']"
17509,m/wood,The Wood,1999,2013,Fresh,Upright,"['Comedy', 'Drama']"
17510,m/woodlawn,Woodlawn,2015,2016,Fresh,Upright,"['Drama', 'Faith & Spirituality']"
17511,m/woodshock_2017,Woodshock,2017,2017,Rotten,Spilled,['Drama']
17512,m/woodsman,The Woodsman,2004,2016,Certified-Fresh,Upright,['Drama']
17513,m/woodstock_3_days_of_peace_and_music,Woodstock: 3 Days of Peace & Music,1970,2014,Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
